"name","signal","registration","country","category","length","port","mmsi"
"NUEVO BUENOS AIRES QUERIDO","","0953","Argentina","RADA O RIA, FRESQUERO",11.98,"",NA
"NUEVO RUMBO","","0528","Argentina","COSTEROS, FRESQUERO",17.95,"",NA
"NUEVO SIEMPRE GAUCHO","","01188","Argentina","RADA O RIA, FRESQUERO",16.85,"",NA
"NUEVO VIENTO","","01449","Argentina","ALTURA, FRESQUERO",22.23,"",NA
"OMEGA 3","","01391","Argentina","COSTEROS, FRESQUERO",17.9,"",NA
"ORION 1","","01943","Argentina","ALTURA,PROC.CONGELADOR",53.25,"",NA
"ORION 2","","01942","Argentina","ALTURA,PROC.CONGELADOR",53.25,"",NA
"ORION 3","","02167","Argentina","ALTURA,PROC.CONGELADOR",63.1,"",NA
"ORION 5","","02637","Argentina","ALTURA,PROC.CONGELADOR",65.62,"",701006183
"ORION I","","01497","Argentina","COSTEROS, FRESQUERO",20.9,"",701000858
"ORYONG 756","","02092","Argentina","ALTURA,PROC.CONGELADOR",51.66,"",701000879
"O'SURRIENTO","","01191","Argentina","RADA O RIA, FRESQUERO",13.65,"",NA
"PACHACA","","02572","Argentina","COSTEROS, FRESQUERO",17.64,"",NA
"PADRE PIO","","02822","Argentina","COSTEROS, FRESQUERO",24,"",NA
"PAGRUS II","","01393","Argentina","COSTEROS, FRESQUERO",17.9,"",NA
"PAKU","","0250","Argentina","ALTURA,PROC.CONGELADOR",39.16,"",NA
"PAOLA S","","0557","Argentina","ALTURA, FRESQUERO",28.25,"",701000819
"PATAGONIA","","0284","Argentina","ALTURA, FRESQUERO",30.95,"",NA
"PATAGONIA 1","","02163","Argentina","ALTURA,PROC.CONGELADOR",51.9,"",NA
"PATAGONIA 2","","02164","Argentina","ALTURA,PROC.CONGELADOR",51.9,"",701000673
"PATAGONIA BLUES","","02176","Argentina","ALTURA,PROC.CONGELADOR",60.35,"",NA
"PENSACOLA I","","0747","Argentina","ALTURA, FRESQUERO",25.2,"",NA
"PESCAPUERTA QUINTO","","0538","Argentina","ALTURA,PROC.CONGELADOR",63.1,"",NA
"PESCARGEN III","","021","Argentina","ALTURA,PROC.CONGELADOR",63.2,"",701000823
"PESCARGEN IV","","0150","Argentina","ALTURA,PROC.CONGELADOR",63.2,"",NA
"PESCARGEN V","","078","Argentina","ALTURA,PROC.CONGELADOR",60.22,"",701000629
"PETREL","","01445","Argentina","ALTURA, FRESQUERO",29.85,"",NA
"PEVEGASA QUINTO","","02312","Argentina","ALTURA,PROC.CONGELADOR",38.65,"",701000562
"PINTAMAR","","MVDEO-7486","Uruguay","B",24.48,"Montevideo",NA
"PIONEROS","","02735","Argentina","ALTURA, FRESQUERO",35.97,"",701006405
"PONTE CORUXO","","0975","Argentina","ALTURA, FRESQUERO",52.85,"",701000756
"PONTE DE RANDE","","0244","Argentina","ALTURA,PROC.CONGELADOR",79.14,"",701006073
"POPA","","02384","Argentina","COSTEROS, FRESQUERO",23.4,"",NA
"PORTO BELO I","","02699","Argentina","COSTEROS, FRESQUERO",23.98,"",NA
"PORTO BELO II","","02790","Argentina","COSTEROS, FRESQUERO",23.98,"",NA
"PRIMERA MARIA MADRE","","01500","Argentina","RADA O RIA, FRESQUERO",12.91,"",NA
"PROA PIONEER","","MVDEO-8516","Uruguay","D",42.19,"Montevideo",770576305
"PROMAC","","0285","Argentina","ALTURA, FRESQUERO",33.45,"",701006080
"PROMARSA I","","072","Argentina","ALTURA, FRESQUERO",43.82,"",NA
"PROMARSA II","","073","Argentina","ALTURA, FRESQUERO",43.82,"",NA
"PROMARSA III","","02096","Argentina","ALTURA,PROC.CONGELADOR",35.84,"",NA
"PROMAR XXI","","MVDEO-7883","Uruguay","B",24.75,"Montevideo",770576096
"PROMAR XXII","","MVDEO-7884","Uruguay","B",24.75,"Montevideo",770576122
"PROMOPES I","","MVDO-6630","Uruguay","A",29.19,"Montevideo",770576124
"PROMOPES II","","MVDEO-6944","Uruguay","A",30.76,"Montevideo",NA
"PUCARA","","01822","Argentina","COSTEROS, FRESQUERO",24.3,"",701000844
"PUENTE CHICO","","0756","Argentina","ALTURA,PROC.CONGELADOR",37,"",701000772
"PUENTE MAYOR","","02630","Argentina","ALTURA,PROC.CONGELADOR",66.86,"",701006168
"PUENTE SAN JORGE","","0207","Argentina","ALTURA,PROC.CONGELADOR",35.3,"",701000648
"PUENTE VALDES","","02205","Argentina","ALTURA,PROC.CONGELADOR",58.15,"",701000691
"PUNTA MOGOTES","","01907","Argentina","COSTEROS, FRESQUERO",20.7,"",538002603
"QIAN LIAN - 2","","MVDEO-8362","Uruguay","B",23.04,"Montevideo",NA
"QUE DIOS SE LO PAGUE","","0647","Argentina","RADA O RIA, FRESQUERO",13.73,"",NA
"QUE LE IMPORTA","","01355","Argentina","COSTEROS, FRESQUERO",18.4,"",NA
"QUEQUEN SALADO","","0580","Argentina","COSTEROS, FRESQUERO",19.45,"",NA
"QUIQUETA","","01076","Argentina","ALTURA, FRESQUERO",25.2,"",NA
"RAFFAELA","","01401","Argentina","ALTURA, FRESQUERO",26.5,"",NA
"RASMUS EFFERSOE","","02703","Argentina","ALTURA,PROC.CONGELADOR",44.6,"",701006300
"RAWSON","","01569","Argentina","COSTEROS, FRESQUERO",23.5,"",NA
"RAYO DEL MAR","","0918","Argentina","ALTURA, FRESQUERO",27.1,"",NA
"RAYO DE SOL","","0690","Argentina","COSTEROS, FRESQUERO",15.67,"",NA
"REGINA MADRE","","01659","Argentina","RADA O RIA, FRESQUERO",13.76,"",NA
"REPUNTE","","01120","Argentina","ALTURA, FRESQUERO",32.7,"",NA
"RIANXO","","MVDEO-7767","Uruguay","B",20.99,"Montevideo",770576121
"RIANXO","","MVDEO-7767","Uruguay","B",20.99,"Montevideo",770576123
"RIANXO","","MVDEO-7767","Uruguay","B",20.99,"Montevideo",770445051
"RIBAZON INES","","0751","Argentina","ALTURA, FRESQUERO",38.5,"",701000902
"RIGEL","","0266","Argentina","ALTURA, FRESQUERO",26.23,"",NA
"RIO SOLIS II","","MVDEO-8341","Uruguay","",57.79,"Montevideo",770576186
"RIO SOLIS III","","MVDEO-8595","Uruguay","",57.79,"Montevideo",NA
"ROCIO DEL MAR","","01568","Argentina","ALTURA, FRESQUERO",22.6,"",NA
"RONDINE","","01600","Argentina","RADA O RIA, FRESQUERO",12.95,"",NA
"ROSA MISTICA I","","01957","Argentina","COSTEROS, FRESQUERO",16.65,"",NA
"ROSARIO G","","0549","Argentina","ALTURA,PROC.CONGELADOR",26.74,"",NA
"RUMBO ESPERANZA","","01211","Argentina","ALTURA, FRESQUERO",25,"",NA
"S-5 LAVALLEJA","","MVDEO-5445","Uruguay","B",26,"Montevideo",NA
"SAGRADO CORAZON","","01900","Argentina","COSTEROS, FRESQUERO",22.3,"",701007014
"SAGRARIO","","02973","Argentina","COSTEROS, FRESQUERO",19.94,"",NA
"SALVADOR R","","02755","Argentina","COSTEROS, FRESQUERO",25.7,"",NA
"SAN ADRIAN","","0777","Argentina","RADA O RIA, FRESQUERO",14.4,"",NA
"SAN ANDRES APOSTOL","","0569","Argentina","ALTURA, FRESQUERO",54.56,"",701000755
"SAN ANTONINO","","01078","Argentina","RADA O RIA, FRESQUERO",16.2,"",NA
"SAN ANTONINO.","","0375","Argentina","ALTURA, FRESQUERO",26.7,"",NA
"SAN ANTONINO III","","0438","Argentina","ALTURA, FRESQUERO",23.82,"",NA
"SAN ARAWA II","","02098","Argentina","ALTURA,PROC.CONGELADOR",56.46,"",NA
"SAN BENEDETTO","","02643","Argentina","COSTEROS, FRESQUERO",15.38,"",NA
"SAN CARLOS","","0775","Argentina","RADA O RIA, FRESQUERO",13,"",NA
"SAN CAYETANO I","","01022","Argentina","ALTURA, FRESQUERO",24.14,"",NA
"SAN FRANCISCO","","0682M","Argentina","COSTEROS, FRESQUERO",11.78,"",770576060
"SAN GENARO","","0763","Argentina","ALTURA, FRESQUERO",25.6,"",NA
"SAN GIUSEPPE II","","02335","Argentina","COSTEROS, FRESQUERO",19.9,"",NA
"SAN JORGE","","01597","Argentina","RADA O RIA, FRESQUERO",14.43,"",NA
"SAN JORGE MARTIR","","02152","Argentina","ALTURA, FRESQUERO",56.1,"",701000591
"SAN JOSE SEGUNDO","","0108M","Argentina","RADA O RIA, FRESQUERO",11,"",NA
"SAN JUAN JOSE","","0396M","Argentina","RADA O RIA, FRESQUERO",13.03,"",NA
"SAN MATEO","","070","Argentina","ALTURA,PROC.CONGELADOR",54.1,"",NA
"SAN MATIAS.","","0289","Argentina","ALTURA, FRESQUERO",34.1,"",NA
"SAN PASCUAL","","0367","Argentina","ALTURA, FRESQUERO",25.6,"",NA
"SAN PEDRO APOSTOL","","01975","Argentina","COSTEROS, FRESQUERO",26,"",NA
"SAN SALVADOR","","01196","Argentina","RADA O RIA, FRESQUERO",14.93,"",NA
"SAN SALVADOR II","","01434","Argentina","COSTEROS, FRESQUERO",19.4,"",NA
"SANTA ANA","","0339M","Argentina","RADA O RIA, FRESQUERO",11,"",NA
"SANTA ANGELA","","09","Argentina","ALTURA, FRESQUERO",57.3,"",NA
"SANTA BARBARA","","01885","Argentina","ALTURA, FRESQUERO",56.96,"",372230000
"SANTA BARBARA","","01885","Argentina","ALTURA, FRESQUERO",56.96,"",218538000
"SANTA BARBARA","","01885","Argentina","ALTURA, FRESQUERO",56.96,"",566801000
"SANTA MARIA DEL MAR","","MVDEO-6043","Uruguay","B",20.78,"Montevideo",NA
"SANTA MARIA MADRE","","02615","Argentina","COSTEROS, FRESQUERO",20.5,"",NA
"SANT'ANGELO","","0425","Argentina","COSTEROS, FRESQUERO",22.6,"",NA
"SANT'ANTONIO","","0974","Argentina","ALTURA, FRESQUERO",25.2,"",NA
"SANTIAGO I","","02280","Argentina","ALTURA,PROC.CONGELADOR",30.5,"",701000561
"SANTO VITO DI MAZZARA","","02764","Argentina","COSTEROS, FRESQUERO",17.56,"",NA
"SCIROCCO","","02574","Argentina","ALTURA,PROC.CONGELADOR",65.93,"",701006135
"SERMILIK","","0505","Argentina","ALTURA,PROC.CONGELADOR",34.05,"",701000925
"SFIDA","","01567","Argentina","ALTURA, FRESQUERO",26.5,"",NA
"SIEMPRE DON CONRADO","","02687","Argentina","COSTEROS, FRESQUERO",19.4,"",NA
"SIEMPRE DON JOSE MOSCUZZA","","02257","Argentina","ALTURA, FRESQUERO",38,"",NA
"SIEMPRE DON VICENTE","","02654","Argentina","COSTEROS, FRESQUERO",18.94,"",NA
"SIEMPRE GRACIOSA","","0955","Argentina","RADA O RIA, FRESQUERO",12.47,"",NA
"SIEMPRE LIBERTAD","","0907","Argentina","RADA O RIA, FRESQUERO",14.3,"",NA
"SIEMPRE LILIA","","0933","Argentina","RADA O RIA, FRESQUERO",12.98,"",NA
"SIEMPRE MARIA MADRE","","0909","Argentina","RADA O RIA, FRESQUERO",13.94,"",NA
"SIEMPRE SAN SALVADOR","","0801","Argentina","COSTEROS, FRESQUERO",22.35,"",NA
"SIEMPRE SANTA ROSA","","0494","Argentina","ALTURA, FRESQUERO",27.8,"",NA
"SIEMPRE SARA MADRE","","0932","Argentina","RADA O RIA, FRESQUERO",14,"",NA
"SIEMPRE VIEJO PANCHO","","02937","Argentina","COSTEROS, FRESQUERO",17.98,"",NA
"SIEMPRE VIRGEN DE LOURDES","","0699","Argentina","RADA O RIA, FRESQUERO",16,"",NA
"SIEMPRE VIRGEN DE LUJAN","","01069","Argentina","RADA O RIA, FRESQUERO",12.4,"",NA
"SIGUE VALIENTE","","01732","Argentina","RADA O RIA, FRESQUERO",13.87,"",NA
"SIMBAD","","0754","Argentina","ALTURA, FRESQUERO",51.33,"",701006038
"SIRIUS","","0905","Argentina","ALTURA, FRESQUERO",59.76,"",770576022
"SIRIUS","","0905","Argentina","ALTURA, FRESQUERO",59.76,"",209533000
"SIRIUS II","","0936","Argentina","ALTURA, FRESQUERO",59.25,"",NA
"SIRIUS III","","0937","Argentina","ALTURA, FRESQUERO",59.25,"",NA
"SOFIA B","","02679","Argentina","COSTEROS, FRESQUERO",19.65,"",701006282
"SOHO MARU Nº 58","","02611","Argentina","ALTURA,PROC.CONGELADOR",65.67,"",NA
"SOL","","01148","Argentina","RADA O RIA, FRESQUERO",14.05,"",NA
"SOLE MIO","","01147","Argentina","RADA O RIA, FRESQUERO",12.95,"",NA
"SOPESCA","","MVDEO-7890","Uruguay","B",22.39,"Montevideo",770576112
"STELLA ITALIA","","0418","Argentina","RADA O RIA, FRESQUERO",14.73,"",NA
"STELLA MARIS I.","","0926","Argentina","ALTURA,PROC.CONGELADOR",68.2,"",NA
"STELLA POLARE A","","0344M","Argentina","COSTEROS, FRESQUERO",14.1,"",NA
"SUEMAR","","0618","Argentina","ALTURA,PROC.CONGELADOR",36.6,"",164135146
"SUEÑO REAL","","01113","Argentina","COSTEROS, FRESQUERO",22.9,"",NA
"SUMATRA","","01105","Argentina","ALTURA, FRESQUERO",34.57,"",NA
"SUR ESTE 502","","02201","Argentina","ALTURA,PROC.CONGELADOR",54.6,"",NA
"SUSANA","","0922","Argentina","COSTEROS, FRESQUERO",18.97,"",NA
"TABEIRON","","02233","Argentina","ALTURA,PROC.CONGELADOR",34.15,"",NA
"TABEIRON DOS","","02323","Argentina","ALTURA,PROC.CONGELADOR",33,"",NA
"TABEIRON TRES","","02365","Argentina","COSTEROS, FRESQUERO",23.9,"",NA
"TACUAREMBO S-2","","MVDEO-1757","Uruguay","B",27,"Montevideo",NA
"TAI AN","","01530","Argentina","ALTURA,PROC.FACTORIA",100.5,"",NA
"TAISEI MARU N°8","","02207","Argentina","ALTURA,PROC.CONGELADOR",65.57,"",NA
"TALISMAN","","02263","Argentina","ALTURA,PROC.CONGELADOR",49.95,"",306867000
"TANGO I","","02724","Argentina","ALTURA,PROC.CONGELADOR",50.4,"",NA
"TANGO II","","02791","Argentina","ALTURA,PROC.CONGELADOR",50.4,"",701006450
"TEMERARIO","","01444","Argentina","RADA O RIA, FRESQUERO",18.1,"",NA
"TEMERARIO I","","01551","Argentina","COSTEROS, FRESQUERO",23.85,"",NA
"TENIENTE CORONEL ROMEO ARALDE","","01532","Argentina","RADA O RIA, FRESQUERO",14.6,"",NA
"TESON","","01541","Argentina","ALTURA, FRESQUERO",25.91,"",NA
"TIFON","","01182","Argentina","COSTEROS, FRESQUERO",22,"",701006104
"TORRES DEL PAINE","","MVDEO-8078","Uruguay","",27.65,"Montevideo",770576071
"TOZUDO","","01219","Argentina","ALTURA, FRESQUERO",24.2,"",NA
"TRABAJAMOS","","02904","Argentina","COSTEROS, FRESQUERO",19.94,"",NA
"TRITON I (02821)","","02821","Argentina","COSTEROS, FRESQUERO",19.93,"",NA
"UCHI","","01901","Argentina","ALTURA,PROC.CONGELADOR",54.23,"",701000742
"URABAIN","","0612","Argentina","ALTURA,PROC.CONGELADOR",73.2,"",701000512
"UR ERTZA","","0377","Argentina","ALTURA, FRESQUERO",51,"",NA
"VALIENTE I","","0211","Argentina","ALTURA,PROC.CONGELADOR",35.3,"",NA
"VALIENTE II","","0212","Argentina","ALTURA,PROC.CONGELADOR",35.3,"",NA
"VAMOS A PROBAR I","","02532","Argentina","COSTEROS, FRESQUERO",16.23,"",NA
"VENTARRON 1º","","0479","Argentina","ALTURA,PROC.CONGELADOR",63.07,"",NA
"VERAZ","","0144","Argentina","ALTURA, FRESQUERO",27.45,"",NA
"VERDEL","","0174","Argentina","ALTURA,PROC.CONGELADOR",71.7,"",NA
"VERONICA ALEJANDRA N","","02292","Argentina","COSTEROS, FRESQUERO",15.3,"",NA
"VICENTE LUIS","","01075","Argentina","ALTURA, FRESQUERO",27.6,"",NA
"VICTORIA DEL MAR I","","0929","Argentina","ALTURA,PROC.CONGELADOR",32.2,"",NA
"VICTORIA I","","0554","Argentina","ALTURA, FRESQUERO",25.28,"",NA
"VICTORIA II","","0556","Argentina","ALTURA, FRESQUERO",27.4,"",NA
"VICTORIA P","","02246","Argentina","ALTURA,PROC.CONGELADOR",36.15,"",701000587
"VIEIRASA DIECIOCHO","","02563","Argentina","ALTURA,PROC.CONGELADOR",67.78,"",701006132
"VIEIRASA DIECISEIS","","0240","Argentina","ALTURA,PROC.CONGELADOR",36.13,"",NA
"VIEIRASA DIECISIETE","","02568","Argentina","ALTURA,PROC.CONGELADOR",59.03,"",NA
"VIEIRASA QUINCE","","0179","Argentina","ALTURA,PROC.CONGELADOR",38.5,"",701006060
"VIEJO AMABILE","","01866","Argentina","RADA O RIA, FRESQUERO",14,"",NA
"VIENTO NORTE","","02900","Argentina","RADA O RIA, FRESQUERO",15.25,"",NA
"VILLALONGA","","MVDEO-7931","Uruguay","B",21.42,"Montevideo",770576116
"VILLARINO","","02178","Argentina","ALTURA,PROC.CONGELADOR",64.5,"",NA
"VIRGEN DE LAS NIEVES","","01359","Argentina","RADA O RIA, FRESQUERO",14.63,"",NA
"VIRGEN DEL MILAGRO","","02767","Argentina","COSTEROS, FRESQUERO",19.93,"",NA
"VIRGEN DE LOURDES","","01179","Argentina","RADA O RIA, FRESQUERO",11.41,"",NA
"VIRGEN MARIA","","0541","Argentina","ALTURA, FRESQUERO",56.65,"",701000849
"Vº MARIA INMACULADA","","0369","Argentina","ALTURA, FRESQUERO",28.1,"",NA
"WIRON IV","","01476","Argentina","ALTURA, FRESQUERO",37.42,"",701000933
"XEITOSIÑO","","0403","Argentina","ALTURA,PROC.CONGELADOR",51.72,"",NA
"XIN SHI DAI N° 28","","02165","Argentina","ALTURA,PROC.CONGELADOR",62.4,"",NA
"XIN SHI JI 98","","02995","Argentina","ALTURA,PROC.CONGELADOR",67.08,"",NA
"XIN SHI JI N° 88","","02182","Argentina","ALTURA,PROC.CONGELADOR",59.2,"",NA
"XIN SHI JI N° 99","","02181","Argentina","ALTURA,PROC.CONGELADOR",65.1,"",NA
"XIN SHI JI Nº 18","","02593","Argentina","ALTURA,PROC.CONGELADOR",66.2,"",NA
"XIN SHI JI Nº 89","","02903","Argentina","ALTURA,PROC.CONGELADOR",68.58,"",NA
"XIN SHI JI Nº 91","","02924","Argentina","ALTURA,PROC.CONGELADOR",68.58,"",NA
"XIN SHI JI Nº 92","","02930","Argentina","ALTURA,PROC.CONGELADOR",68.58,"",NA
"XIN SHI JI Nº 95","","02933","Argentina","ALTURA,PROC.CONGELADOR",68.58,"",NA
"YENU","","0498","Argentina","ALTURA,PROC.CONGELADOR",36.83,"",NA
"ZAANDAM","","MVDEO-7897","Uruguay","A",43,"Montevideo",246442000
"ZAANDAM","","MVDEO-7897","Uruguay","A",43,"Montevideo",770576064
"ZURITA","","MVDEO-7898","Uruguay","A",46.23,"Montevideo",770576063
